[2026-01-16 22:15:54.946] V:0.924V | I:-0.000A | mAh:-0.01
[2026-01-16 22:21:51.764] V:3.768V | I:0.581A | mAh:53.82
[2026-01-16 22:21:52.771] V:3.760V | I:0.581A | mAh:53.98
[2026-01-16 22:21:53.795] V:3.764V | I:0.581A | mAh:54.14
[2026-01-16 22:21:54.764] V:3.764V | I:0.580A | mAh:54.30
[2026-01-16 22:21:55.766] V:3.772V | I:0.581A | mAh:54.46
[2026-01-16 22:21:56.769] V:3.764V | I:0.581A | mAh:54.62
[2026-01-16 22:21:57.770] V:3.776V | I:0.581A | mAh:54.79
[2026-01-16 22:21:58.781] V:3.764V | I:0.581A | mAh:54.95
[2026-01-16 22:21:59.788] V:3.768V | I:0.580A | mAh:55.11
[2026-01-16 22:22:00.781] V:3.764V | I:0.580A | mAh:55.27
[2026-01-16 22:22:01.790] V:3.768V | I:0.581A | mAh:55.43
[2026-01-16 22:22:02.788] V:3.768V | I:0.581A | mAh:55.59
[2026-01-16 22:22:03.792] V:3.776V | I:0.581A | mAh:55.75
[2026-01-16 22:22:04.791] V:3.768V | I:0.581A | mAh:55.92
[2026-01-16 22:22:05.795] V:3.772V | I:0.580A | mAh:56.08
[2026-01-16 22:22:06.795] V:3.772V | I:0.581A | mAh:56.24
[2026-01-16 22:22:07.794] V:3.764V | I:0.580A | mAh:56.40
[2026-01-16 22:22:08.793] V:3.764V | I:0.581A | mAh:56.56
[2026-01-16 22:22:09.800] V:3.768V | I:0.581A | mAh:56.72
[2026-01-16 22:22:10.807] V:3.760V | I:0.580A | mAh:56.89
[2026-01-16 22:22:11.799] V:3.772V | I:0.580A | mAh:57.05
[2026-01-16 22:22:12.804] V:3.768V | I:0.580A | mAh:57.21
[2026-01-16 22:22:13.809] V:3.772V | I:0.580A | mAh:57.37
[2026-01-16 22:22:14.817] V:3.772V | I:0.581A | mAh:57.53
[2026-01-16 22:22:15.809] V:3.772V | I:0.580A | mAh:57.69
[2026-01-16 22:22:16.816] V:3.776V | I:0.580A | mAh:57.85
[2026-01-16 22:22:17.810] V:3.772V | I:0.580A | mAh:58.02
[2026-01-16 22:22:18.817] V:3.784V | I:0.580A | mAh:58.18
[2026-01-16 22:22:19.828] V:3.788V | I:0.580A | mAh:58.34
[2026-01-16 22:22:20.820] V:3.784V | I:0.580A | mAh:58.50
[2026-01-16 22:22:21.829] V:3.776V | I:0.580A | mAh:58.66
[2026-01-16 22:22:22.821] V:3.780V | I:0.580A | mAh:58.82
[2026-01-16 22:22:23.824] V:3.772V | I:0.580A | mAh:58.98
[2026-01-16 22:22:24.829] V:3.768V | I:0.581A | mAh:59.15
[2026-01-16 22:22:25.830] V:3.780V | I:0.581A | mAh:59.31
[2026-01-16 22:22:26.840] V:3.780V | I:0.580A | mAh:59.47
[2026-01-16 22:22:27.834] V:3.772V | I:0.580A | mAh:59.63
[2026-01-16 22:22:28.834] V:3.780V | I:0.580A | mAh:59.79
[2026-01-16 22:22:29.834] V:3.772V | I:0.580A | mAh:59.95
[2026-01-16 22:22:30.841] V:3.780V | I:0.580A | mAh:60.12
[2026-01-16 22:22:31.851] V:3.780V | I:0.580A | mAh:60.28
[2026-01-16 22:22:32.841] V:3.780V | I:0.580A | mAh:60.44
[2026-01-16 22:22:33.850] V:3.776V | I:0.580A | mAh:60.60
[2026-01-16 22:22:34.858] V:3.792V | I:0.580A | mAh:60.76
[2026-01-16 22:22:35.846] V:3.776V | I:0.580A | mAh:60.92
[2026-01-16 22:22:36.852] V:3.792V | I:0.580A | mAh:61.08
[2026-01-16 22:22:37.860] V:3.784V | I:0.580A | mAh:61.25
[2026-01-16 22:22:38.865] V:3.788V | I:0.580A | mAh:61.41
[2026-01-16 22:22:39.855] V:3.788V | I:0.580A | mAh:61.57
[2026-01-16 22:22:40.864] V:3.788V | I:0.580A | mAh:61.73
[2026-01-16 22:22:41.869] V:3.796V | I:0.580A | mAh:61.89
[2026-01-16 22:22:42.861] V:3.796V | I:0.580A | mAh:62.05
[2026-01-16 22:22:43.863] V:3.792V | I:0.580A | mAh:62.21
[2026-01-16 22:22:44.870] V:3.800V | I:0.580A | mAh:62.38
[2026-01-16 22:22:45.880] V:3.800V | I:0.580A | mAh:62.54
[2026-01-16 22:22:46.874] V:3.788V | I:0.580A | mAh:62.70
[2026-01-16 22:22:47.882] V:3.784V | I:0.580A | mAh:62.86
[2026-01-16 22:22:48.871] V:3.792V | I:0.580A | mAh:63.02
[2026-01-16 22:22:49.882] V:3.796V | I:0.580A | mAh:63.18
[2026-01-16 22:22:50.888] V:3.792V | I:0.580A | mAh:63.34
[2026-01-16 22:22:51.882] V:3.800V | I:0.580A | mAh:63.51
[2026-01-16 22:22:52.888] V:3.796V | I:0.580A | mAh:63.67
[2026-01-16 22:22:53.888] V:3.792V | I:0.580A | mAh:63.83
[2026-01-16 22:22:54.892] V:3.800V | I:0.580A | mAh:63.99
[2026-01-16 22:22:55.900] V:3.808V | I:0.580A | mAh:64.15
[2026-01-16 22:22:56.892] V:3.800V | I:0.580A | mAh:64.31
[2026-01-16 22:22:57.899] V:3.784V | I:0.580A | mAh:64.47
[2026-01-16 22:22:58.900] V:3.796V | I:0.580A | mAh:64.64
[2026-01-16 22:22:59.895] V:3.788V | I:0.580A | mAh:64.80
[2026-01-16 22:23:00.907] V:3.792V | I:0.580A | mAh:64.96
[2026-01-16 22:23:01.906] V:3.800V | I:0.580A | mAh:65.12
[2026-01-16 22:23:02.901] V:3.788V | I:0.580A | mAh:65.28
[2026-01-16 22:23:03.912] V:3.808V | I:0.580A | mAh:65.44
[2026-01-16 22:23:04.908] V:3.808V | I:0.580A | mAh:65.60
[2026-01-16 22:23:05.920] V:3.796V | I:0.580A | mAh:65.77
[2026-01-16 22:23:06.916] V:3.804V | I:0.580A | mAh:65.93
[2026-01-16 22:23:07.912] V:3.804V | I:0.580A | mAh:66.09
[2026-01-16 22:23:08.911] V:3.796V | I:0.580A | mAh:66.25
[2026-01-16 22:23:09.923] V:3.808V | I:0.580A | mAh:66.41
[2026-01-16 22:23:10.917] V:3.800V | I:0.580A | mAh:66.57
[2026-01-16 22:23:11.926] V:3.804V | I:0.580A | mAh:66.73
[2026-01-16 22:23:12.921] V:3.800V | I:0.580A | mAh:66.89
[2026-01-16 22:23:13.932] V:3.800V | I:0.579A | mAh:67.06
[2026-01-16 22:23:14.927] V:3.796V | I:0.580A | mAh:67.22
[2026-01-16 22:23:15.927] V:3.808V | I:0.580A | mAh:67.38
[2026-01-16 22:23:16.940] V:3.812V | I:0.580A | mAh:67.54
[2026-01-16 22:23:17.936] V:3.804V | I:0.580A | mAh:67.70
[2026-01-16 22:23:18.931] V:3.796V | I:0.579A | mAh:67.86
[2026-01-16 22:23:19.945] V:3.804V | I:0.580A | mAh:68.02
[2026-01-16 22:23:20.943] V:3.800V | I:0.580A | mAh:68.19
[2026-01-16 22:23:21.937] V:3.812V | I:0.579A | mAh:68.35
[2026-01-16 22:23:22.952] V:3.804V | I:0.580A | mAh:68.51
[2026-01-16 22:23:23.951] V:3.800V | I:0.579A | mAh:68.67
[2026-01-16 22:23:24.947] V:3.816V | I:0.580A | mAh:68.83
[2026-01-16 22:23:25.959] V:3.812V | I:0.579A | mAh:68.99
[2026-01-16 22:23:26.955] V:3.800V | I:0.579A | mAh:69.15
[2026-01-16 22:23:27.952] V:3.804V | I:0.579A | mAh:69.31
[2026-01-16 22:23:28.964] V:3.820V | I:0.579A | mAh:69.47
[2026-01-16 22:23:29.962] V:3.816V | I:0.579A | mAh:69.64
[2026-01-16 22:23:30.963] V:3.812V | I:0.579A | mAh:69.80
[2026-01-16 22:23:31.962] V:3.800V | I:0.579A | mAh:69.96
[2026-01-16 22:23:32.971] V:3.816V | I:0.579A | mAh:70.12
[2026-01-16 22:23:33.974] V:3.812V | I:0.580A | mAh:70.28
[2026-01-16 22:23:34.969] V:3.808V | I:0.579A | mAh:70.44
[2026-01-16 22:23:35.976] V:3.820V | I:0.579A | mAh:70.60
[2026-01-16 22:23:36.968] V:3.824V | I:0.580A | mAh:70.77
[2026-01-16 22:23:37.975] V:3.824V | I:0.579A | mAh:70.93
[2026-01-16 22:23:38.982] V:3.816V | I:0.579A | mAh:71.09
[2026-01-16 22:23:39.974] V:3.824V | I:0.579A | mAh:71.25
[2026-01-16 22:23:40.983] V:3.820V | I:0.579A | mAh:71.41
[2026-01-16 22:23:41.988] V:3.808V | I:0.579A | mAh:71.57
[2026-01-16 22:23:42.978] V:3.812V | I:0.579A | mAh:71.73
[2026-01-16 22:23:43.987] V:3.812V | I:0.579A | mAh:71.89
[2026-01-16 22:23:44.996] V:3.820V | I:0.579A | mAh:72.05
[2026-01-16 22:23:45.989] V:3.820V | I:0.579A | mAh:72.22
[2026-01-16 22:23:46.998] V:3.824V | I:0.579A | mAh:72.38
[2026-01-16 22:23:48.003] V:3.820V | I:0.579A | mAh:72.54
[2026-01-16 22:23:48.995] V:3.812V | I:0.579A | mAh:72.70
[2026-01-16 22:23:49.999] V:3.804V | I:0.579A | mAh:72.86
[2026-01-16 22:23:51.005] V:3.808V | I:0.579A | mAh:73.02
[2026-01-16 22:23:52.011] V:3.820V | I:0.579A | mAh:73.18
[2026-01-16 22:23:53.003] V:3.820V | I:0.579A | mAh:73.34
[2026-01-16 22:23:54.006] V:3.820V | I:0.579A | mAh:73.51
[2026-01-16 22:23:55.011] V:3.824V | I:0.579A | mAh:73.67
[2026-01-16 22:23:56.015] V:3.824V | I:0.579A | mAh:73.83
[2026-01-16 22:23:57.021] V:3.816V | I:0.579A | mAh:73.99
[2026-01-16 22:23:58.016] V:3.816V | I:0.579A | mAh:74.15
[2026-01-16 22:23:59.023] V:3.820V | I:0.579A | mAh:74.31
[2026-01-16 22:24:00.015] V:3.820V | I:0.579A | mAh:74.47
[2026-01-16 22:24:01.020] V:3.820V | I:0.579A | mAh:74.63
[2026-01-16 22:24:02.027] V:3.824V | I:0.579A | mAh:74.79
[2026-01-16 22:24:03.019] V:3.820V | I:0.579A | mAh:74.96
[2026-01-16 22:24:04.029] V:3.832V | I:0.579A | mAh:75.12
[2026-01-16 22:24:05.038] V:3.824V | I:0.579A | mAh:75.28
[2026-01-16 22:24:06.030] V:3.824V | I:0.579A | mAh:75.44
[2026-01-16 22:24:07.040] V:3.832V | I:0.579A | mAh:75.60
[2026-01-16 22:24:08.033] V:3.828V | I:0.579A | mAh:75.76
[2026-01-16 22:24:09.031] V:3.820V | I:0.579A | mAh:75.92
[2026-01-16 22:24:10.037] V:3.824V | I:0.579A | mAh:76.08
[2026-01-16 22:24:11.046] V:3.828V | I:0.578A | mAh:76.25
[2026-01-16 22:24:12.040] V:3.832V | I:0.579A | mAh:76.41
[2026-01-16 22:24:13.045] V:3.836V | I:0.578A | mAh:76.57
[2026-01-16 22:24:14.052] V:3.840V | I:0.579A | mAh:76.73
[2026-01-16 22:24:15.042] V:3.828V | I:0.579A | mAh:76.89
[2026-01-16 22:24:16.048] V:3.824V | I:0.579A | mAh:77.05
[2026-01-16 22:24:17.049] V:3.824V | I:0.579A | mAh:77.21
[2026-01-16 22:24:18.049] V:3.836V | I:0.579A | mAh:77.37
[2026-01-16 22:24:19.065] V:3.828V | I:0.579A | mAh:77.53
[2026-01-16 22:24:20.067] V:3.832V | I:0.579A | mAh:77.70
[2026-01-16 22:24:21.068] V:3.844V | I:0.579A | mAh:77.86
[2026-01-16 22:24:22.071] V:3.832V | I:0.579A | mAh:78.02
[2026-01-16 22:24:23.063] V:3.828V | I:0.579A | mAh:78.18
[2026-01-16 22:24:24.067] V:3.824V | I:0.579A | mAh:78.34
[2026-01-16 22:24:25.075] V:3.816V | I:0.579A | mAh:78.50
[2026-01-16 22:24:26.066] V:3.844V | I:0.579A | mAh:78.66
[2026-01-16 22:24:27.074] V:3.820V | I:0.579A | mAh:78.82
[2026-01-16 22:24:28.083] V:3.832V | I:0.579A | mAh:78.98
[2026-01-16 22:24:29.075] V:3.828V | I:0.579A | mAh:79.15
[2026-01-16 22:24:30.082] V:3.836V | I:0.579A | mAh:79.31
[2026-01-16 22:24:31.088] V:3.836V | I:0.579A | mAh:79.47
[2026-01-16 22:24:32.082] V:3.828V | I:0.579A | mAh:79.63
[2026-01-16 22:24:33.090] V:3.840V | I:0.578A | mAh:79.79
[2026-01-16 22:24:34.082] V:3.832V | I:0.579A | mAh:79.95
[2026-01-16 22:24:35.089] V:3.836V | I:0.579A | mAh:80.11
[2026-01-16 22:24:36.096] V:3.832V | I:0.579A | mAh:80.27
[2026-01-16 22:24:37.089] V:3.836V | I:0.579A | mAh:80.43
[2026-01-16 22:24:38.096] V:3.836V | I:0.579A | mAh:80.60
[2026-01-16 22:24:39.104] V:3.832V | I:0.579A | mAh:80.76
[2026-01-16 22:24:40.093] V:3.832V | I:0.579A | mAh:80.92
[2026-01-16 22:24:41.103] V:3.832V | I:0.578A | mAh:81.08
[2026-01-16 22:24:42.109] V:3.824V | I:0.579A | mAh:81.24
[2026-01-16 22:24:43.099] V:3.836V | I:0.579A | mAh:81.40
[2026-01-16 22:24:44.106] V:3.836V | I:0.579A | mAh:81.56
[2026-01-16 22:24:45.116] V:3.832V | I:0.579A | mAh:81.72
[2026-01-16 22:24:46.107] V:3.824V | I:0.579A | mAh:81.88
[2026-01-16 22:24:47.116] V:3.840V | I:0.579A | mAh:82.05
[2026-01-16 22:24:48.109] V:3.844V | I:0.579A | mAh:82.21
[2026-01-16 22:24:49.114] V:3.824V | I:0.579A | mAh:82.37
[2026-01-16 22:24:50.121] V:3.848V | I:0.578A | mAh:82.53
[2026-01-16 22:24:51.127] V:3.828V | I:0.579A | mAh:82.69
[2026-01-16 22:24:52.118] V:3.836V | I:0.579A | mAh:82.85
[2026-01-16 22:24:53.127] V:3.836V | I:0.579A | mAh:83.01
[2026-01-16 22:24:54.133] V:3.832V | I:0.579A | mAh:83.17
[2026-01-16 22:24:55.125] V:3.828V | I:0.579A | mAh:83.33
[2026-01-16 22:24:56.133] V:3.836V | I:0.578A | mAh:83.49
[2026-01-16 22:24:57.137] V:3.844V | I:0.579A | mAh:83.66
[2026-01-16 22:24:58.141] V:3.848V | I:0.579A | mAh:83.82
[2026-01-16 22:24:59.132] V:3.840V | I:0.579A | mAh:83.98
[2026-01-16 22:25:00.141] V:3.844V | I:0.579A | mAh:84.14
[2026-01-16 22:25:01.135] V:3.836V | I:0.579A | mAh:84.30
[2026-01-16 22:25:02.142] V:3.828V | I:0.579A | mAh:84.46
[2026-01-16 22:25:03.145] V:3.836V | I:0.578A | mAh:84.62
[2026-01-16 22:25:04.152] V:3.840V | I:0.578A | mAh:84.78
[2026-01-16 22:25:05.157] V:3.844V | I:0.579A | mAh:84.94
[2026-01-16 22:25:06.151] V:3.848V | I:0.579A | mAh:85.11
[2026-01-16 22:25:07.157] V:3.848V | I:0.578A | mAh:85.27
[2026-01-16 22:25:08.163] V:3.828V | I:0.579A | mAh:85.43
[2026-01-16 22:25:09.154] V:3.844V | I:0.579A | mAh:85.59
[2026-01-16 22:25:10.161] V:3.836V | I:0.578A | mAh:85.75
[2026-01-16 22:25:11.169] V:3.832V | I:0.579A | mAh:85.91
[2026-01-16 22:25:12.159] V:3.844V | I:0.579A | mAh:86.07
[2026-01-16 22:25:13.170] V:3.844V | I:0.579A | mAh:86.23
[2026-01-16 22:25:14.172] V:3.836V | I:0.578A | mAh:86.39
[2026-01-16 22:25:15.177] V:3.836V | I:0.579A | mAh:86.56
[2026-01-16 22:25:16.164] V:3.832V | I:0.579A | mAh:86.72
[2026-01-16 22:25:17.171] V:3.836V | I:0.579A | mAh:86.88
[2026-01-16 22:25:18.177] V:3.848V | I:0.579A | mAh:87.04
[2026-01-16 22:25:19.183] V:3.840V | I:0.578A | mAh:87.20
[2026-01-16 22:25:20.175] V:3.840V | I:0.579A | mAh:87.36
[2026-01-16 22:25:21.181] V:3.856V | I:0.579A | mAh:87.52
[2026-01-16 22:25:22.183] V:3.836V | I:0.579A | mAh:87.68
[2026-01-16 22:25:23.181] V:3.832V | I:0.578A | mAh:87.84
[2026-01-16 22:25:24.180] V:3.844V | I:0.578A | mAh:88.00
[2026-01-16 22:25:25.194] V:3.840V | I:0.579A | mAh:88.17
[2026-01-16 22:25:26.195] V:3.844V | I:0.578A | mAh:88.33
[2026-01-16 22:25:27.200] V:3.840V | I:0.579A | mAh:88.49
[2026-01-16 22:25:28.191] V:3.836V | I:0.579A | mAh:88.65
[2026-01-16 22:25:29.200] V:3.852V | I:0.578A | mAh:88.81
[2026-01-16 22:25:30.202] V:3.840V | I:0.579A | mAh:88.97
[2026-01-16 22:25:31.208] V:3.844V | I:0.578A | mAh:89.13
[2026-01-16 22:25:32.201] V:3.848V | I:0.578A | mAh:89.29
[2026-01-16 22:25:33.208] V:3.848V | I:0.578A | mAh:89.45
[2026-01-16 22:25:34.201] V:3.848V | I:0.578A | mAh:89.61
[2026-01-16 22:25:35.207] V:3.844V | I:0.579A | mAh:89.78
[2026-01-16 22:25:36.215] V:3.852V | I:0.579A | mAh:89.94
[2026-01-16 22:25:37.221] V:3.844V | I:0.578A | mAh:90.10
[2026-01-16 22:25:38.214] V:3.840V | I:0.579A | mAh:90.26
[2026-01-16 22:25:39.222] V:3.832V | I:0.578A | mAh:90.42
[2026-01-16 22:25:40.216] V:3.836V | I:0.578A | mAh:90.58
[2026-01-16 22:25:41.224] V:3.836V | I:0.578A | mAh:90.74
[2026-01-16 22:25:42.225] V:3.840V | I:0.579A | mAh:90.90
[2026-01-16 22:25:43.232] V:3.844V | I:0.578A | mAh:91.06
[2026-01-16 22:25:44.223] V:3.856V | I:0.579A | mAh:91.22
[2026-01-16 22:25:45.232] V:3.840V | I:0.578A | mAh:91.39
[2026-01-16 22:25:46.237] V:3.848V | I:0.578A | mAh:91.55
[2026-01-16 22:25:47.230] V:3.856V | I:0.578A | mAh:91.71
[2026-01-16 22:25:48.238] V:3.836V | I:0.579A | mAh:91.87
[2026-01-16 22:25:49.243] V:3.852V | I:0.579A | mAh:92.03
[2026-01-16 22:25:50.237] V:3.848V | I:0.578A | mAh:92.19
[2026-01-16 22:25:51.244] V:3.844V | I:0.578A | mAh:92.35
[2026-01-16 22:25:52.236] V:3.848V | I:0.578A | mAh:92.51
[2026-01-16 22:25:53.242] V:3.852V | I:0.579A | mAh:92.67
[2026-01-16 22:25:54.253] V:3.836V | I:0.579A | mAh:92.83
[2026-01-16 22:25:55.242] V:3.836V | I:0.579A | mAh:93.00
[2026-01-16 22:25:56.250] V:3.848V | I:0.579A | mAh:93.16
[2026-01-16 22:25:57.259] V:3.848V | I:0.578A | mAh:93.32
[2026-01-16 22:25:58.248] V:3.848V | I:0.578A | mAh:93.48
[2026-01-16 22:25:59.255] V:3.848V | I:0.579A | mAh:93.64
[2026-01-16 22:26:00.256] V:3.840V | I:0.578A | mAh:93.80
[2026-01-16 22:26:01.258] V:3.836V | I:0.579A | mAh:93.96
[2026-01-16 22:26:02.270] V:3.856V | I:0.578A | mAh:94.12
[2026-01-16 22:26:03.268] V:3.840V | I:0.578A | mAh:94.28
[2026-01-16 22:26:04.271] V:3.852V | I:0.579A | mAh:94.44
[2026-01-16 22:26:05.270] V:3.832V | I:0.579A | mAh:94.61
[2026-01-16 22:26:06.272] V:3.844V | I:0.578A | mAh:94.77
[2026-01-16 22:26:07.268] V:3.848V | I:0.579A | mAh:94.93
[2026-01-16 22:26:08.271] V:3.840V | I:0.579A | mAh:95.09
[2026-01-16 22:26:09.274] V:3.856V | I:0.579A | mAh:95.25
[2026-01-16 22:26:10.281] V:3.860V | I:0.578A | mAh:95.41
[2026-01-16 22:26:11.284] V:3.840V | I:0.578A | mAh:95.57
[2026-01-16 22:26:12.289] V:3.852V | I:0.578A | mAh:95.73
[2026-01-16 22:26:13.279] V:3.848V | I:0.578A | mAh:95.89
[2026-01-16 22:26:14.284] V:3.836V | I:0.578A | mAh:96.06
[2026-01-16 22:26:15.288] V:3.844V | I:0.579A | mAh:96.22
[2026-01-16 22:26:16.292] V:3.856V | I:0.579A | mAh:96.38
[2026-01-16 22:26:17.285] V:3.848V | I:0.578A | mAh:96.54
[2026-01-16 22:26:18.290] V:3.840V | I:0.578A | mAh:96.70
[2026-01-16 22:26:19.296] V:3.856V | I:0.579A | mAh:96.86
[2026-01-16 22:26:20.303] V:3.848V | I:0.578A | mAh:97.02
[2026-01-16 22:26:21.309] V:3.848V | I:0.579A | mAh:97.18
[2026-01-16 22:26:22.301] V:3.852V | I:0.578A | mAh:97.34
[2026-01-16 22:26:23.307] V:3.836V | I:0.578A | mAh:97.50
[2026-01-16 22:26:24.313] V:3.840V | I:0.578A | mAh:97.67
[2026-01-16 22:26:25.316] V:3.844V | I:0.579A | mAh:97.83
[2026-01-16 22:26:26.307] V:3.852V | I:0.579A | mAh:97.99
[2026-01-16 22:26:27.309] V:3.848V | I:0.578A | mAh:98.15
[2026-01-16 22:26:28.312] V:3.856V | I:0.578A | mAh:98.31
[2026-01-16 22:26:29.313] V:3.844V | I:0.578A | mAh:98.47
[2026-01-16 22:26:30.323] V:3.860V | I:0.579A | mAh:98.63
[2026-01-16 22:26:31.324] V:3.840V | I:0.578A | mAh:98.79
[2026-01-16 22:26:32.326] V:3.844V | I:0.579A | mAh:98.95
[2026-01-16 22:26:33.319] V:3.848V | I:0.578A | mAh:99.11
[2026-01-16 22:26:34.326] V:3.860V | I:0.578A | mAh:99.28
[2026-01-16 22:26:35.331] V:3.844V | I:0.578A | mAh:99.44
[2026-01-16 22:26:36.333] V:3.856V | I:0.578A | mAh:99.60
[2026-01-16 22:26:37.334] V:3.848V | I:0.578A | mAh:99.76
[2026-01-16 22:26:38.338] V:3.840V | I:0.578A | mAh:99.92
[2026-01-16 22:26:39.339] V:3.840V | I:0.578A | mAh:100.08
[2026-01-16 22:26:40.340] V:3.832V | I:0.578A | mAh:100.24
[2026-01-16 22:26:41.333] V:3.840V | I:0.578A | mAh:100.40
[2026-01-16 22:26:42.338] V:3.848V | I:0.579A | mAh:100.56
[2026-01-16 22:26:43.344] V:3.836V | I:0.578A | mAh:100.72
[2026-01-16 22:26:44.351] V:3.848V | I:0.578A | mAh:100.88
[2026-01-16 22:26:45.342] V:3.852V | I:0.578A | mAh:101.05
[2026-01-16 22:26:46.347] V:3.848V | I:0.578A | mAh:101.21
[2026-01-16 22:26:47.356] V:3.840V | I:0.578A | mAh:101.37
[2026-01-16 22:26:48.348] V:3.856V | I:0.578A | mAh:101.53
[2026-01-16 22:26:49.355] V:3.840V | I:0.578A | mAh:101.69
[2026-01-16 22:26:50.361] V:3.856V | I:0.578A | mAh:101.85
[2026-01-16 22:26:51.364] V:3.848V | I:0.578A | mAh:102.01
[2026-01-16 22:26:52.357] V:3.848V | I:0.578A | mAh:102.17
[2026-01-16 22:26:53.372] V:3.840V | I:0.578A | mAh:102.33
[2026-01-16 22:26:54.362] V:3.848V | I:0.578A | mAh:102.49
[2026-01-16 22:26:55.369] V:3.856V | I:0.578A | mAh:102.66
[2026-01-16 22:26:56.377] V:3.856V | I:0.578A | mAh:102.82
[2026-01-16 22:26:57.368] V:3.848V | I:0.578A | mAh:102.98
[2026-01-16 22:26:58.371] V:3.852V | I:0.578A | mAh:103.14
[2026-01-16 22:26:59.378] V:3.856V | I:0.579A | mAh:103.30
[2026-01-16 22:27:00.384] V:3.852V | I:0.578A | mAh:103.46
[2026-01-16 22:27:01.376] V:3.840V | I:0.579A | mAh:103.62
[2026-01-16 22:27:02.384] V:3.848V | I:0.578A | mAh:103.78
[2026-01-16 22:27:03.392] V:3.848V | I:0.578A | mAh:103.94
[2026-01-16 22:27:04.384] V:3.848V | I:0.578A | mAh:104.10
[2026-01-16 22:27:05.388] V:3.844V | I:0.578A | mAh:104.27
[2026-01-16 22:27:06.398] V:3.848V | I:0.578A | mAh:104.43
[2026-01-16 22:27:07.386] V:3.840V | I:0.578A | mAh:104.59
[2026-01-16 22:27:08.394] V:3.844V | I:0.578A | mAh:104.75
[2026-01-16 22:27:09.398] V:3.848V | I:0.579A | mAh:104.91
[2026-01-16 22:27:10.392] V:3.852V | I:0.578A | mAh:105.07
[2026-01-16 22:27:11.399] V:3.848V | I:0.578A | mAh:105.23
[2026-01-16 22:27:12.404] V:3.856V | I:0.578A | mAh:105.39
[2026-01-16 22:27:13.397] V:3.852V | I:0.578A | mAh:105.55
[2026-01-16 22:27:14.402] V:3.852V | I:0.578A | mAh:105.71
[2026-01-16 22:27:15.406] V:3.852V | I:0.578A | mAh:105.87
[2026-01-16 22:27:16.410] V:3.856V | I:0.578A | mAh:106.04
[2026-01-16 22:27:17.418] V:3.856V | I:0.579A | mAh:106.20
[2026-01-16 22:27:18.408] V:3.856V | I:0.579A | mAh:106.36
[2026-01-16 22:27:19.415] V:3.852V | I:0.578A | mAh:106.52
[2026-01-16 22:27:20.423] V:3.852V | I:0.578A | mAh:106.68
[2026-01-16 22:27:21.427] V:3.844V | I:0.578A | mAh:106.84
[2026-01-16 22:27:22.418] V:3.856V | I:0.578A | mAh:107.00
[2026-01-16 22:27:23.426] V:3.848V | I:0.579A | mAh:107.16
[2026-01-16 22:27:24.432] V:3.852V | I:0.578A | mAh:107.32
[2026-01-16 22:27:25.435] V:3.852V | I:0.578A | mAh:107.48
[2026-01-16 22:27:26.428] V:3.852V | I:0.578A | mAh:107.65
[2026-01-16 22:27:27.437] V:3.844V | I:0.578A | mAh:107.81
[2026-01-16 22:27:28.429] V:3.840V | I:0.578A | mAh:107.97
[2026-01-16 22:27:29.438] V:3.856V | I:0.578A | mAh:108.13
[2026-01-16 22:27:30.446] V:3.856V | I:0.578A | mAh:108.29
[2026-01-16 22:27:31.438] V:3.844V | I:0.578A | mAh:108.45
[2026-01-16 22:27:32.444] V:3.852V | I:0.578A | mAh:108.61
[2026-01-16 22:27:33.443] V:3.840V | I:0.578A | mAh:108.77
[2026-01-16 22:27:34.442] V:3.864V | I:0.578A | mAh:108.93
[2026-01-16 22:27:35.441] V:3.844V | I:0.578A | mAh:109.09
[2026-01-16 22:27:36.442] V:3.864V | I:0.578A | mAh:109.26
[2026-01-16 22:27:37.459] V:3.852V | I:0.578A | mAh:109.42
[2026-01-16 22:27:38.453] V:3.844V | I:0.578A | mAh:109.58
[2026-01-16 22:27:39.462] V:3.856V | I:0.578A | mAh:109.74
[2026-01-16 22:27:40.453] V:3.840V | I:0.578A | mAh:109.90
[2026-01-16 22:27:41.458] V:3.852V | I:0.578A | mAh:110.06
[2026-01-16 22:27:42.468] V:3.860V | I:0.578A | mAh:110.22
[2026-01-16 22:27:43.458] V:3.864V | I:0.578A | mAh:110.38
[2026-01-16 22:27:44.474] V:3.852V | I:0.578A | mAh:110.54
[2026-01-16 22:27:45.464] V:3.852V | I:0.579A | mAh:110.70
[2026-01-16 22:27:46.467] V:3.856V | I:0.578A | mAh:110.87
[2026-01-16 22:27:47.474] V:3.844V | I:0.578A | mAh:111.03
[2026-01-16 22:27:48.481] V:3.856V | I:0.578A | mAh:111.19
[2026-01-16 22:27:49.475] V:3.844V | I:0.578A | mAh:111.35
[2026-01-16 22:27:50.483] V:3.856V | I:0.578A | mAh:111.51
[2026-01-16 22:27:51.487] V:3.852V | I:0.578A | mAh:111.67
[2026-01-16 22:27:52.479] V:3.856V | I:0.578A | mAh:111.83
[2026-01-16 22:27:53.485] V:3.852V | I:0.578A | mAh:111.99
[2026-01-16 22:27:54.493] V:3.844V | I:0.578A | mAh:112.15
[2026-01-16 22:27:55.484] V:3.848V | I:0.578A | mAh:112.31
[2026-01-16 22:27:56.484] V:3.860V | I:0.578A | mAh:112.47
[2026-01-16 22:27:57.489] V:3.852V | I:0.578A | mAh:112.64
[2026-01-16 22:27:58.497] V:3.856V | I:0.578A | mAh:112.80
